estimateTheta


-2.0021227747748394,-1.9976009256666185,-2.004204695379006,-2.007389415313198,-1.9999865626712428,-1.9965860013322714,-2.000714615536236,-1.9496513768558232,-1.953259955559592,-1.9298829666448047,-1.9405201172369846,-1.902973797792181,-1.9061407302734255,-1.9088258243320377,-1.9120916327344983,-1.871049236097233,-1.8800794501357185,-1.8826192297365743,-1.884380671950082,-1.8877194431586102,-1.881145697513629,-1.8681341867050647,-1.866376722675651,-1.8679910874466514,-1.868999882373359,-1.8655478950543372,-1.8670478921799343,-1.8678474287532676,-1.8699294552531618,-1.867521808424831,
-1.771393486734778,-1.7806067580498546,-1.777224883979148,-1.7832220956757574,-1.7802412211082896,-1.7851680323388266,-1.781571916058188,-1.7745765265621496,-1.7816693465938895,-1.7856900685766777,-1.7462520017830216,-1.7498904141733918,-1.7381857558494445,-1.7414482776398095,-1.7389191579216352,-1.7431215964197906,-1.7455280335210368,-1.7072951500663538,-1.717687470023996,-1.7218517388048984,-1.7079502145793062,-1.7011389128733083,-1.645154639282347,-1.647462476811992,-1.6495720983575826,-1.6480383789078026,-1.595064540623797,-1.591495764828762,-1.5942895308928506,-1.5961798380594545,
-1.8488427178407738,-1.7836187944745725,-1.79261768264043,-1.7351739961786599,-1.6960674040936314,-1.7017923088198603,-1.6755488501668112,-1.6804527463119305,-1.6735549913855516,-1.67833002864653,-1.682472853726621,-1.6792471429089697,-1.6829037669444813,-1.6710467519646657,-1.6738830122003803,-1.678511954508843,-1.682090610770063,-1.7374122673336267,-1.7475271612033676,-1.7515292242244467,-1.737796997159645,-1.7310311567461008,-1.7330485040657408,-1.734403895083175,-1.7327878343878111,-1.6990693787916817,-1.700199497055568,-1.6966706796732218,-1.6991778004234122,-1.7008344293481779,
-1.7340379818899974,-1.7437824471930843,-1.7501706462806557,-1.7469467822601894,-1.704467064030595,-1.7123784340423482,-1.705384756613182,-1.710038971146583,-1.707387571466842,-1.7118939872810137,-1.7085723291055734,-1.7124737201571192,-1.7006512609548454,-1.7041506717927102,-1.7085964470629635,-1.7112009662982257,-1.7087594672595066,-1.669812418637661,-1.6805527427864968,-1.6849248329108033,-1.6916126898090755,-1.7047537903334133,-1.7061978153468567,-1.7082929578784978,-1.7067011559158016,-1.708625630520441,-1.7097340624719586,-1.706210198896669,-1.7086917660866485,-1.7103279795244257,
-1.9519587222047414,-1.8960902501799914,-1.9002331766671081,-1.90773814812393,-1.9111848530580224,-1.904002962938774,-1.9087698478933737,-1.9057204121876938,-1.9096055152854616,-1.8859081445348567,-1.8745142689577987,-1.8778933919593588,-1.8811969782986895,-1.88400508877155,-1.8873904897220455,-1.8898374205602955,-1.8987261940581415,-1.9011897474128308,-1.9028828652205416,-1.9061449398757933,-1.8995864828702376,-1.9050028596562414,-1.903200325115131,-1.904723938237828,-1.9012751510145187,-1.9022137114174629,-1.9036334569943418,-1.90437662818308,-1.9063828434412393,-1.9039805866346569,
-1.7922471924430212,-1.8011759832701242,-1.7976975303766134,-1.8034898255587253,-1.8004284132342676,-1.8051797283938293,-1.8015241875523051,-1.7945176944896937,-1.769574857173372,-1.7736839201272439,-1.777678303592685,-1.7811093543853391,-1.7695045068219388,-1.7669003486567476,-1.7225526352983724,-1.7268607242159464,-1.7293542673692237,-1.7326299143745294,-1.7218972760765177,-1.6959042983294892,-1.7025216104041265,-1.6957023201878174,-1.6971746464584527,-1.6993003423260125,-1.6977168993444278,-1.6996681801205087,-1.7007969294045437,-1.697268417476472,-1.6997739336907887,-1.7014292788668546,
-2.0819452472783464,-2.0854752660867306,-2.0816202600154905,-2.0525318352418043,-2.073997005017696,-2.076697537572882,-2.0803864226012574,-2.0827810420468382,-2.0598033151759068,-2.0485086125607834,-2.0515765657244054,-2.0541168499831852,-2.056623302872968,-2.0645962470687502,-2.0666573979163534,-2.0693082556021025,-2.0672078778896896,-2.0605928672503255,-2.062405212232169,-2.0643253329149753,-2.0670417008883173,-2.0718077551086873,-2.073003985305736,-2.069497892106675,-2.038231903355127,-2.0394117150937108,-2.0401237761440365,-2.0376956391307277,-2.0222100880459033,-2.02280350783941,
-1.8808028911749386,-1.8886232411395583,-1.8851439428439152,-1.8811627845239798,-1.8848153579598619,-1.8897598890476297,-1.882642839942853,-1.8867048454440507,-1.883736295670471,-1.8598161754125704,-1.8632977672088467,-1.8518932023507735,-1.855347460133152,-1.813808324142189,-1.8166247249557896,-1.7857025905715973,-1.787893817810495,-1.7908595477162585,-1.8004946930912236,-1.8042220714819484,-1.797543692940814,-1.8035128366275839,-1.8018244987694705,-1.8036172617269792,-1.8047771903242502,-1.8064279628648046,-1.8029536380934723,-1.803865346863302,-1.8060953196664757,-1.8075334205116156,
-1.9801954191185271,-1.9757765509420935,-1.9460737714465561,-1.9497188697953802,-1.942438762329967,-1.8897371074281357,-1.8946160981114377,-1.8916099039848704,-1.8955905997853557,-1.9016084738006716,-1.8902499724792923,-1.8935380845869545,-1.8967554354493523,-1.8994858996483177,-1.902795871855887,-1.8615840921311786,-1.8706879889052859,-1.8732674884329799,-1.8215599892739613,-1.7967954088533304,-1.8089231024683183,-1.8148253014758227,-1.8131256022354845,-1.7785605156244255,-1.7251217339695668,-1.6912663117250073,-1.6924143926512674,-1.6888816594075196,-1.6914097271648278,-1.693083138223735,
-1.5542601503228395,-1.544745940024393,-1.536687563990695,-1.54552910028083,-1.5529283017757691,-1.5066732816217085,-1.5130067388768895,-1.5228622286145408,-1.5283237880667913,-1.4780152591489517,-1.4418353284410272,-1.3979431732131855,-1.3917150057281933,-1.4080925797161676,-1.4141925400840218,-1.4168335897476532,-1.4298612436583724,-1.4279959136446356,-1.4255560058793229,-1.4287607314679651,-1.4270884429564432,-1.4353598062542234,-1.4335619550579126,-1.4266087513888028,-1.4294693617641259,-1.4313522560715173,-1.433632834025519,-1.436857022460784,-1.433303750367094,-1.4320005335175725,
